word,main_category,frequency
bestamazing,Electronics,1
teeny,Home&Kitchen,1
bern,Electronics,1
telecopic,Electronics,1
tekennice,Computers&Accessories,1
teh,Home&Kitchen,1
besides,Computers&Accessories,1
besides,OfficeProducts,1
tefal,Home&Kitchen,1
teeth,Home&Kitchen,1
tediousbudget,Computers&Accessories,1
televisionthis,Electronics,1
tedious,OfficeProducts,1
tedious,Electronics,1
tedious,Computers&Accessories,1
best,Toys&Games,1
techy,Computers&Accessories,1
technologythis,Computers&Accessories,1
technologythe,Electronics,1
besta,Computers&Accessories,1
television,Computers&Accessories,1
benq,Electronics,1
temperaturenot,Home&Kitchen,1
temper,Home&Kitchen,1
temperaturelooksthe,Home&Kitchen,1
temperaturei,Home&Kitchen,1
temperaturegood,Home&Kitchen,1
temperatureanother,Home&Kitchen,1
temperature,OfficeProducts,1
beneath,Computers&Accessories,1
beneath,Home&Kitchen,1
temperate,Home&Kitchen,1
beneficial,OfficeProducts,1
benifit,Electronics,1
beneficialgoodgood,Home&Kitchen,1
benefit,Home&Kitchen,1
temp,Electronics,1
temp,Computers&Accessories,1
tells,Home&Kitchen,1
benefits,Electronics,1
tell,OfficeProducts,1
bengaluru,Electronics,1
target,Home&Kitchen,1
taregood,Home&Kitchen,1
tarah,Electronics,1
tabletare,Computers&Accessories,1
tablets,Electronics,1
betterusb,Computers&Accessories,1
tabletquality,Computers&Accessories,1
tabletphones,Computers&Accessories,1
tabletnew,Computers&Accessories,1
tabletin,Computers&Accessories,1
betteruseful,Computers&Accessories,1
tablethe,Computers&Accessories,1
bettervalue,Computers&Accessories,1
tabletthe,Computers&Accessories,1
bettervalue,Home&Kitchen,1
tablespoon,Home&Kitchen,1
tables,OfficeProducts,1
tables,Home&Kitchen,1
tables,Computers&Accessories,1
tableits,Computers&Accessories,1
tablei,Computers&Accessories,1
tablegood,Computers&Accessories,1
tabletso,Electronics,1
tablet😃value,Electronics,1
tablebest,Computers&Accessories,1
tad,Home&Kitchen,1
tagit,Computers&Accessories,1
tagged,Home&Kitchen,1
betterreasonable,Electronics,1
tagaffordable,Electronics,1
tag,OfficeProducts,1
betters,Electronics,1
betterso,Computers&Accessories,1
tadka,Home&Kitchen,1
betterthe,Electronics,1
taboolasponsored,Electronics,1
tad,Computers&Accessories,1
tactile,Electronics,1
tactile,Computers&Accessories,1
betterthe,Home&Kitchen,1
bettertype,Computers&Accessories,1
tabs,Electronics,1
tabs,Computers&Accessories,1
tabphone,Computers&Accessories,1
tableease,Computers&Accessories,1
table,HomeImprovement,1
taps,Home&Kitchen,1
synthetic,Computers&Accessories,1
systematic,Electronics,1
system,OfficeProducts,1
beware,Electronics,1
syrupnicelittle,Home&Kitchen,1
bewildered,Home&Kitchen,1
syringe,Computers&Accessories,1
synthetics,Home&Kitchen,1
synthetic,Home&Kitchen,1
syncworks,Computers&Accessories,1
systemhome,Computers&Accessories,1
syncs,Electronics,1
syncs,Computers&Accessories,1
syncing,Electronics,1
synchronises,Electronics,1
bezel,Computers&Accessories,1
bezelless,Computers&Accessories,1
bgt,Electronics,1
symptomagaro,Home&Kitchen,1
systembut,Computers&Accessories,1
beupon,Electronics,1
betterworth,Electronics,1
better🙂not,Computers&Accessories,1
betterworthable,Computers&Accessories,1
bettery,Electronics,1
tabit,Electronics,1
tabguys,Computers&Accessories,1
tabglassok,Computers&Accessories,1
tabelitoproduct,Computers&Accessories,1
tabbest,Computers&Accessories,1
bettery,Home&Kitchen,1
betweenthe,Computers&Accessories,1
systemits,Electronics,1
taaza,Home&Kitchen,1
betweenwas,Home&Kitchen,1
systemwhat,Electronics,1
systemveri,Computers&Accessories,1
systemsuperb,Computers&Accessories,1
systems,Home&Kitchen,1
systems,Electronics,1
between••••••••••••➕,Electronics,1
tagline,Computers&Accessories,1
tagnow,Electronics,1
betterreally,Home&Kitchen,1
betterexcellent,Electronics,1
tank,Electronics,1
bettercamera,Electronics,1
bettercant,Electronics,1
tangling,Computers&Accessories,1
tanglefree,Electronics,1
tanglefree,Computers&Accessories,1
bettercovered,Computers&Accessories,1
tangled,Computers&Accessories,1
betterexpected,Electronics,1
tankb,Home&Kitchen,1
tangential,Computers&Accessories,1
tangdi,Home&Kitchen,1
bettergood,Computers&Accessories,1
tamperedamazon,Electronics,1
tampered,Electronics,1
tamper,Home&Kitchen,1
tamper,Electronics,1
tamp,Home&Kitchen,1
betterbefore,Electronics,1
tankgaming,Computers&Accessories,1
tags,HomeImprovement,1
tape,MusicalInstruments,1
bethis,OfficeProducts,1
beti,Electronics,1
tapo,Electronics,1
tapman,Home&Kitchen,1
tapi,Home&Kitchen,1
tapes,Home&Kitchen,1
tapeproduct,Home&Kitchen,1
taped,Home&Kitchen,1
bets,Home&Kitchen,1
tankhowever,Home&Kitchen,1
better,HomeImprovement,1
betteramzon,Computers&Accessories,1
betterapart,Electronics,1
tanvir,Home&Kitchen,1
tanotis,Computers&Accessories,1
tankvery,Home&Kitchen,1
betteras,Computers&Accessories,1
tankit,Home&Kitchen,1
tamilthe,Electronics,1
tallerthe,Home&Kitchen,1
bettergoodexcept,Electronics,1
betterproduct,Computers&Accessories,1
betterone,Electronics,1
betteronetouchs,Computers&Accessories,1
betteroverall,Computers&Accessories,1
takeit,Electronics,1
betteroverall,Electronics,1
take,MusicalInstruments,1
betteroverall,Home&Kitchen,1
betterprice,Computers&Accessories,1
takaes,Home&Kitchen,1
bettergoodhmmstrudy,Home&Kitchen,1
taka,Home&Kitchen,1
betterproduct,Home&Kitchen,1
tailoring,Home&Kitchen,1
tail,Home&Kitchen,1
tail,Electronics,1
tahn,Computers&Accessories,1
tagthen,Electronics,1
tagthe,Computers&Accessories,1
taken,OfficeProducts,1
takengoodi,Computers&Accessories,1
betterok,Electronics,1
betterno,Computers&Accessories,1
tall,Electronics,1
talks,Electronics,1
betterhappy,Electronics,1
betterhas,Computers&Accessories,1
talked,Electronics,1
betteri,Home&Kitchen,1
talk,Computers&Accessories,1
talented,Electronics,1
tal,Home&Kitchen,1
taks,Electronics,1
takingin,Home&Kitchen,1
takingbut,Home&Kitchen,1
betteri,OfficeProducts,1
bettermost,Home&Kitchen,1
betterneed,Electronics,1
betternice,Computers&Accessories,1
takes,Health&PersonalCare,1
toastthe,Home&Kitchen,1
banaye,Electronics,1
aroun,Electronics,1
attachment,Computers&Accessories,1
upholstered,Home&Kitchen,1
upgratedauto,Electronics,1
attachementgood,Home&Kitchen,1
upgrading,Computers&Accessories,1
upgradetion,Electronics,1
upgrades,Electronics,1
upgradedont,MusicalInstruments,1
attaching,Home&Kitchen,1
upgrade,Home&Kitchen,1
upholsterycompact,Home&Kitchen,1
attachmentsour,Home&Kitchen,1
attachments•••••••••••••••••••••••••••••••••••••,Home&Kitchen,1
attacks,Electronics,1
upgooddoes,Electronics,1
upgood,OfficeProducts,1
attain,Home&Kitchen,1
upgel,Home&Kitchen,1
upfunny,Computers&Accessories,1
attachedthere,Electronics,1
upi,Electronics,1
attains,Home&Kitchen,1
uploaded,HomeImprovement,1
upno,Computers&Accessories,1
upnice,Electronics,1
upmic,MusicalInstruments,1
uplooks,Electronics,1
atrocious,Electronics,1
uploading,Electronics,1
uploadedrest,Computers&Accessories,1
uploadednow,Electronics,1
attached,MusicalInstruments,1
attachedso,Computers&Accessories,1
attachedas,Computers&Accessories,1
uplightweight,Electronics,1
uplifted,Computers&Accessories,1
attachednotego,Home&Kitchen,1
uplift,Computers&Accessories,1
upits,Electronics,1
upit,Computers&Accessories,1
attachedsafety,Home&Kitchen,1
upeasy,Home&Kitchen,1
updating,Home&Kitchen,1
atractiveexpensivegood,Home&Kitchen,1
attractiveand,Home&Kitchen,1
attraction,Home&Kitchen,1
update,OfficeProducts,1
attractive,Car&Motorbike,1
attractive,Computers&Accessories,1
attractive,Home&Kitchen,1
updare,Home&Kitchen,1
upcoming,Home&Kitchen,1
upcoming,Computers&Accessories,1
upar,Home&Kitchen,1
updated,Computers&Accessories,1
unwittingly,Home&Kitchen,1
unwavering,Electronics,1
attractivephoto,Electronics,1
unwanted,Computers&Accessories,1
attractivesuperb,Computers&Accessories,1
unusual,Electronics,1
unused,Home&Kitchen,1
attractivevery,Computers&Accessories,1
updateconclusioni,Electronics,1
attracted,Home&Kitchen,1
attempt,Home&Kitchen,1
updatesoverall,Electronics,1
updateworks,Electronics,1
updateupdate,Home&Kitchen,1
updatethere,Electronics,1
updatethe,Electronics,1
updates•,Electronics,1
updatesuper,Computers&Accessories,1
updatesthis,Computers&Accessories,1
attempts,Computers&Accessories,1
attend,Home&Kitchen,1
updatefor,Computers&Accessories,1
attention,Computers&Accessories,1
attestvery,Home&Kitchen,1
updatepreviously,Electronics,1
attract,Home&Kitchen,1
updatenow,Electronics,1
updateits,Electronics,1
attract,OfficeProducts,1
updatei,Computers&Accessories,1
upnot,Home&Kitchen,1
atop,Home&Kitchen,1
usagei,Home&Kitchen,1
usabilityits,Home&Kitchen,1
usage,OfficeProducts,1
assuming,Home&Kitchen,1
assurance,Computers&Accessories,1
assurance,Home&Kitchen,1
usablegoodawesomesatisfiedpurifierbeware,Home&Kitchen,1
assurancedecent,Computers&Accessories,1
assures,Home&Kitchen,1
assuring,Home&Kitchen,1
usabilitybut,Electronics,1
assumedvalue,Electronics,1
usability,Home&Kitchen,1
usability,Electronics,1
usa,OfficeProducts,1
usa,Electronics,1
usa,Computers&Accessories,1
urud,Home&Kitchen,1
assymetrtical,Home&Kitchen,1
urges,Computers&Accessories,1
assumes,Home&Kitchen,1
usageawasome,Computers&Accessories,1
asthetically,Home&Kitchen,1
usagego,Home&Kitchen,1
usagegreat,Home&Kitchen,1
usagegreat,Computers&Accessories,1
usagegoodsmall,Computers&Accessories,1
usagegoodits,Computers&Accessories,1
usagegood,Home&Kitchen,1
usagegood,Electronics,1
associates,Computers&Accessories,1
usagegold,Computers&Accessories,1
usagefor,Computers&Accessories,1
usagebut,Electronics,1
usageflip,Computers&Accessories,1
usagefireboltt,Electronics,1
usageeverything,Electronics,1
assume,Home&Kitchen,1
usagedisplaycoming,Electronics,1
usagedislikes,Electronics,1
usagecharging,Electronics,1
assumed,Computers&Accessories,1
urgentlyrgdsjaydeb,Home&Kitchen,1
urge,Electronics,1
atomberg,Home&Kitchen,1
upscaled,Electronics,1
upsnot,Computers&Accessories,1
upsnice,Computers&Accessories,1
atleast,OfficeProducts,1
upside,Health&PersonalCare,1
atleastplease,Computers&Accessories,1
upside,Computers&Accessories,1
upset,Electronics,1
atleit,Home&Kitchen,1
upsbefore,Computers&Accessories,1
upstairs,Computers&Accessories,1
atm,Electronics,1
upright,Home&Kitchen,1
atmosphere,Electronics,1
upreject,Electronics,1
uppermost,Electronics,1
atmost,Electronics,1
upoverall,Electronics,1
uponfollowing,Home&Kitchen,1
upso,Home&Kitchen,1
upsv,Computers&Accessories,1
ure,Electronics,1
upvalue,Home&Kitchen,1
urban,Home&Kitchen,1
astonished,Electronics,1
up👍🏻,Home&Kitchen,1
up👍भाई,Home&Kitchen,1
up♠,Home&Kitchen,1
astonishingly,Computers&Accessories,1
astra,Electronics,1
upward,Electronics,1
upton,Home&Kitchen,1
atleast,MusicalInstruments,1
uptomark,Electronics,1
upto,MusicalInstruments,1
upto,HomeImprovement,1
atavancseems,Home&Kitchen,1
atlast,Electronics,1
atlast,Home&Kitchen,1
upthird,Home&Kitchen,1
upthe,Home&Kitchen,1
unusal,Home&Kitchen,1
unusableworks,Computers&Accessories,1
unusable,Electronics,1
automates,Home&Kitchen,1
autogreatcan,Computers&Accessories,1
unharmed,Electronics,1
unhappycompared,Home&Kitchen,1
unhappy,Home&Kitchen,1
unhappy,Computers&Accessories,1
ungrinded,Home&Kitchen,1
unfounded,Electronics,1
unfortunately,OfficeProducts,1
automaticallyfor,Home&Kitchen,1
uniform,Home&Kitchen,1
unfolded,OfficeProducts,1
unfold,Computers&Accessories,1
unexpectedits,Home&Kitchen,1
unexpected,Electronics,1
unevenness,Electronics,1
automaticallyi,Electronics,1
uneven,Computers&Accessories,1
unending,Home&Kitchen,1
uniball,OfficeProducts,1
autoconnect,Electronics,1
uneconomical,Computers&Accessories,1
uniquelove,Home&Kitchen,1
unitgood,Home&Kitchen,1
unitall,Electronics,1
authenticity,Electronics,1
authenticity,Home&Kitchen,1
unit,Health&PersonalCare,1
authenticityit,Computers&Accessories,1
authorised,Computers&Accessories,1
unique……attracts,Computers&Accessories,1
unique,OfficeProducts,1
auto,Health&PersonalCare,1
authorities,Electronics,1
authority,Electronics,1
uninterruptedim,Computers&Accessories,1
uninterrupted,Computers&Accessories,1
unintentionallyto,Computers&Accessories,1
uninstalled,Home&Kitchen,1
authority,OfficeProducts,1
authorized,Electronics,1
uneducated,Electronics,1
uneasy,Electronics,1
unuable,Computers&Accessories,1
underneath,Home&Kitchen,1
understand,MusicalInstruments,1
automaticforced,Home&Kitchen,1
autooff,Health&PersonalCare,1
understand,Car&Motorbike,1
underside,Home&Kitchen,1
autooverall,Computers&Accessories,1
underpros,Electronics,1
underpoweredeasy,Home&Kitchen,1
underlying,Computers&Accessories,1
understandable,Computers&Accessories,1
undamaged,Home&Kitchen,1
uncookedworks,Home&Kitchen,1
uncontrolled,Electronics,1
uncontrollable,Electronics,1
uncontrollable,Computers&Accessories,1
uncompleted,Computers&Accessories,1
uncommon,Computers&Accessories,1
uncomfortablethe,Home&Kitchen,1
understand,OfficeProducts,1
automaticallyvalue,Computers&Accessories,1
undoubtedlycheck,Computers&Accessories,1
undisclosed,Electronics,1
undoubtedly,Home&Kitchen,1
undoubtedly,Electronics,1
automaticallyif,Home&Kitchen,1
undone,Computers&Accessories,1
undoing,Computers&Accessories,1
undisturbed,Home&Kitchen,1
automaticallyits,Electronics,1
undisputedjust,OfficeProducts,1
undi,Electronics,1
understandeverything,Home&Kitchen,1
underwhelmedlaggingit,Computers&Accessories,1
automaticallynot,Home&Kitchen,1
understood,Computers&Accessories,1
understandvery,OfficeProducts,1
understandingprosmusic,Electronics,1
understanding,Home&Kitchen,1
automaticallyok,Home&Kitchen,1
automaticallypress,Electronics,1
authenticgood,Computers&Accessories,1
unitif,Electronics,1
unitoverall,Electronics,1
unplug,Home&Kitchen,1
unresponsive,Electronics,1
unresponsive,Computers&Accessories,1
unreliable,Electronics,1
unreachable,Electronics,1
unplugits,Computers&Accessories,1
audio,Home&Kitchen,1
audiobought,Electronics,1
unplugged,Computers&Accessories,1
audioeverything,Electronics,1
unsatisfactory,Home&Kitchen,1
unpleasant,Home&Kitchen,1
audiolastly,Computers&Accessories,1
unparallelthis,Computers&Accessories,1
audiomic,Computers&Accessories,1
audioneckbanddesigned,Electronics,1
unpacking,Computers&Accessories,1
unpacked,Home&Kitchen,1
unpacked,Computers&Accessories,1
unsafe,Computers&Accessories,1
unsatisfied,Electronics,1
authenticated,Home&Kitchen,1
unsuessful,Home&Kitchen,1
untouched,Electronics,1
attributable,Computers&Accessories,1
attributed,Computers&Accessories,1
untie,Computers&Accessories,1
untangle,Home&Kitchen,1
untangle,Electronics,1
untangle,Computers&Accessories,1
unsupportable,Electronics,1
unsubtle,Electronics,1
unsatisfied,Home&Kitchen,1
audacity,Computers&Accessories,1
unstable,Computers&Accessories,1
unsettling,Electronics,1
unsettled,Electronics,1
audible,Computers&Accessories,1
unsealed,Home&Kitchen,1
unsatisfiedtoo,Home&Kitchen,1
unsatisfied,OfficeProducts,1
unopenedproduct,Electronics,1
unopened,Home&Kitchen,1
audionot,Electronics,1
universe,Electronics,1
audiovideo,Electronics,1
audiovisual,Computers&Accessories,1
unless,OfficeProducts,1
august,Home&Kitchen,1
auido,Electronics,1
aunfortunately,Electronics,1
unleash,OfficeProducts,1
aus,Electronics,1
universaltatasky,Electronics,1
unofficial,Computers&Accessories,1
universallyft,Electronics,1
universally,Electronics,1
universal,MusicalInstruments,1
universal,Computers&Accessories,1
unit•,Electronics,1
unitso,Electronics,1
authentic,Electronics,1
units,Health&PersonalCare,1
audiothanks,Electronics,1
unlikely,Computers&Accessories,1
unlikely,Electronics,1
unlimited,Home&Kitchen,1
unobtrusive,Computers&Accessories,1
unnoticeable,Computers&Accessories,1
unnecessary,Home&Kitchen,1
unnecessary,Computers&Accessories,1
unnaturally,Electronics,1
unnamed,Computers&Accessories,1
unnaigood,Electronics,1
audiophiles,MusicalInstruments,1
unmessy,Home&Kitchen,1
audioplay,Electronics,1
unmatched,Electronics,1
unlocking,Electronics,1
unlocked…this,Home&Kitchen,1
unlock,OfficeProducts,1
audioput,Electronics,1
audioreplacement,Electronics,1
audios,Computers&Accessories,1
usagehence,Home&Kitchen,1
usagein,Computers&Accessories,1
uncomfortable,OfficeProducts,1
uselike,Computers&Accessories,1
useniceexcellentvery,Electronics,1
useniceegood,Home&Kitchen,1
article,Home&Kitchen,1
usemedium,OfficeProducts,1
uselooks,Home&Kitchen,1
useliten,Home&Kitchen,1
artificial,Home&Kitchen,1
uselike,Home&Kitchen,1
uselight,Home&Kitchen,1
usenicejust,Home&Kitchen,1
useless→,Electronics,1
artis,Computers&Accessories,1
uselessthe,Home&Kitchen,1
uselessproduct,Computers&Accessories,1
uselessmaterial,Computers&Accessories,1
uselesskeyboard,Computers&Accessories,1
uselessi,Electronics,1
uselessgood,Computers&Accessories,1
usenicegood,Home&Kitchen,1
usenicelooks,Computers&Accessories,1
artist,Home&Kitchen,1
arthritis,Home&Kitchen,1
arshis,Electronics,1
useoverall,Computers&Accessories,1
useoptimum,Computers&Accessories,1
art,Computers&Accessories,1
useone,Home&Kitchen,1
useokvery,Home&Kitchen,1
useokkits,Home&Kitchen,1
art,Home&Kitchen,1
article,Electronics,1
usenicely,Home&Kitchen,1
usenot,Computers&Accessories,1
usenoisy,Computers&Accessories,1
usenoiseof,Home&Kitchen,1
useno,Home&Kitchen,1
useno,Computers&Accessories,1
usenicnice,Home&Kitchen,1
useniceworks,Home&Kitchen,1
usenicevalue,Home&Kitchen,1
uselessdont,Electronics,1
asain,Home&Kitchen,1
useoverall,OfficeProducts,1
usegreat,Computers&Accessories,1
usehave,Home&Kitchen,1
usehassle,Home&Kitchen,1
usehas,Computers&Accessories,1
usehandyconcept,Computers&Accessories,1
asgaram,Home&Kitchen,1
useguys,Computers&Accessories,1
usegreatbuyers,Home&Kitchen,1
usegreat,Home&Kitchen,1
asgoodbought,Electronics,1
useheating,Home&Kitchen,1
usegoodtry,Computers&Accessories,1
usegoodrequired,Electronics,1
usegoodnice,Computers&Accessories,1
usegoodhandy,Home&Kitchen,1
usegoodgreat,Electronics,1
ashoneplus,Electronics,1
usegoodgood,Computers&Accessories,1
usegoodgoing,Home&Kitchen,1
useheat,Home&Kitchen,1
asfalt,Electronics,1
asapgood,Electronics,1
useinstallation,Home&Kitchen,1
asapsince,Home&Kitchen,1
asapso,Home&Kitchen,1
asapthanks,Home&Kitchen,1
useitems,Home&Kitchen,1
useitem,Home&Kitchen,1
asapthanksgo,Home&Kitchen,1
useit,Computers&Accessories,1
ascertain,Computers&Accessories,1
useink,Computers&Accessories,1
usehighly,Computers&Accessories,1
useing,Home&Kitchen,1
ascertaining,Computers&Accessories,1
useif,Computers&Accessories,1
asedit,Computers&Accessories,1
usei,Electronics,1
asf,Computers&Accessories,1
usehow,Home&Kitchen,1
usehis,Home&Kitchen,1
useoverall,HomeImprovement,1
useoxygen,Electronics,1
usageinitial,Electronics,1
aroundive,Electronics,1
usesimply,Electronics,1
useshape,Home&Kitchen,1
usesgot,Electronics,1
usesgood,Computers&Accessories,1
useseller,Electronics,1
usesafe,Home&Kitchen,1
aroundgood,Computers&Accessories,1
aroundi,OfficeProducts,1
user▶,Home&Kitchen,1
usesolve,Home&Kitchen,1
userworthy,Home&Kitchen,1
uservolume,Electronics,1
usertoo,Home&Kitchen,1
users😬very,Electronics,1
users😅liked,Home&Kitchen,1
users•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••several,Home&Kitchen,1
